ID	code	name	Type	Domain	Order	Genus	Speices
T00140	bpa	Bordetella parapertussis 12822	Prokaryotes	Bacteria	Betaproteobacteria	Bordetella	Bordetella parapertussis
T02344	bbh	Bordetella bronchiseptica 253	Prokaryotes	Bacteria	Betaproteobacteria	Bordetella	Bordetella bronchiseptica
T00141	bbr	Bordetella bronchiseptica RB50	Prokaryotes	Bacteria	Betaproteobacteria	Bordetella	Bordetella bronchiseptica
T02295	bbm	Bordetella bronchiseptica MO149	Prokaryotes	Bacteria	Betaproteobacteria	Bordetella	Bordetella bronchiseptica
T03637	bbx	Bordetella bronchiseptica S798	Prokaryotes	Bacteria	Betaproteobacteria	Bordetella	Bordetella bronchiseptica
T00637	bpt	Bordetella petrii	Prokaryotes	Bacteria	Betaproteobacteria	Bordetella	Bordetella petrii
T00695	bav	Bordetella avium	Prokaryotes	Bacteria	Betaproteobacteria	Bordetella	Bordetella avium
T03052	bho	Bordetella holmesii ATCC 51541	Prokaryotes	Bacteria	Betaproteobacteria	Bordetella	Bordetella holmesii
T03379	bhm	Bordetella holmesii 44057	Prokaryotes	Bacteria	Betaproteobacteria	Bordetella	Bordetella holmesii
T04004	bhz	Bordetella hinzii	Prokaryotes	Bacteria	Betaproteobacteria	Bordetella	Bordetella hinzii
T04322	btrm	Bordetella trematum	Prokaryotes	Bacteria	Betaproteobacteria	Bordetella	Bordetella trematum
T04591	bbro	Bordetella bronchialis	Prokaryotes	Bacteria	Betaproteobacteria	Bordetella	Bordetella bronchialis
T04592	bfz	Bordetella flabilis	Prokaryotes	Bacteria	Betaproteobacteria	Bordetella	Bordetella flabilis
T04945	bpdz	Bordetella pseudohinzii	Prokaryotes	Bacteria	Betaproteobacteria	Bordetella	Bordetella pseudohinzii
T04979	boh	Bordetella sp. H567	Prokaryotes	Bacteria	Betaproteobacteria	Bordetella	Bordetella sp.
T05441	bgm	Bordetella genomosp. 13	Prokaryotes	Bacteria	Betaproteobacteria	Bordetella	Bordetella genomosp.
T05850	boj	Bordetella sp. J329	Prokaryotes	Bacteria	Betaproteobacteria	Bordetella	Bordetella sp.
T09515	bgv	Bordetella genomosp. 8	Prokaryotes	Bacteria	Betaproteobacteria	Bordetella	Bordetella genomosp.
T01341	axy	Achromobacter xylosoxidans A8	Prokaryotes	Bacteria	Betaproteobacteria	Achromobacter	Achromobacter xylosoxidans
T02785	axo	Achromobacter xylosoxidans NH44784-1996	Prokaryotes	Bacteria	Betaproteobacteria	Achromobacter	Achromobacter xylosoxidans
T02964	axn	Achromobacter xylosoxidans NBRC 15126 = ATCC 27061	Prokaryotes	Bacteria	Betaproteobacteria	Achromobacter	Achromobacter xylosoxidans
T04522	axx	Achromobacter xylosoxidans NCTC10807	Prokaryotes	Bacteria	Betaproteobacteria	Achromobacter	Achromobacter xylosoxidans
T04244	adt	Achromobacter denitrificans	Prokaryotes	Bacteria	Betaproteobacteria	Achromobacter	Achromobacter denitrificans
T04671	ais	Achromobacter insolitus	Prokaryotes	Bacteria	Betaproteobacteria	Achromobacter	Achromobacter insolitus
T05274	asw	Achromobacter spanius	Prokaryotes	Bacteria	Betaproteobacteria	Achromobacter	Achromobacter spanius
T05288	achr	Achromobacter sp. AONIH1	Prokaryotes	Bacteria	Betaproteobacteria	Achromobacter	Achromobacter sp.
T05703	achb	Achromobacter sp. B7	Prokaryotes	Bacteria	Betaproteobacteria	Achromobacter	Achromobacter sp.
T07788	ady	Achromobacter deleyi	Prokaryotes	Bacteria	Betaproteobacteria	Achromobacter	Achromobacter deleyi
T08458	acho	Achromobacter sp. 77	Prokaryotes	Bacteria	Betaproteobacteria	Achromobacter	Achromobacter sp.
T08808	amui	Achromobacter mucicolens	Prokaryotes	Bacteria	Betaproteobacteria	Achromobacter	Achromobacter mucicolens
T09260	apes	Achromobacter pestifer	Prokaryotes	Bacteria	Betaproteobacteria	Achromobacter	Achromobacter pestifer
T09343	aaeg	Achromobacter aegrifaciens	Prokaryotes	Bacteria	Betaproteobacteria	Achromobacter	Achromobacter aegrifaciens
T09953	asel	Achromobacter seleniivolatilans	Prokaryotes	Bacteria	Betaproteobacteria	Achromobacter	Achromobacter seleniivolatilans
T10430	achm	Achromobacter sp. E1	Prokaryotes	Bacteria	Betaproteobacteria	Achromobacter	Achromobacter sp.
T10529	acha	Achromobacter sp. ES-001	Prokaryotes	Bacteria	Betaproteobacteria	Achromobacter	Achromobacter sp.
T10582	avh	Achromobacter veterisilvae	Prokaryotes	Bacteria	Betaproteobacteria	Achromobacter	Achromobacter veterisilvae
T10763	achh	Achromobacter sp. HNDS-1	Prokaryotes	Bacteria	Betaproteobacteria	Achromobacter	Achromobacter sp.
T01390	teq	Taylorella equigenitalis MCE9	Prokaryotes	Bacteria	Betaproteobacteria	Taylorella	Taylorella equigenitalis
T02186	tea	Taylorella equigenitalis ATCC 35865	Prokaryotes	Bacteria	Betaproteobacteria	Taylorella	Taylorella equigenitalis
T02604	teg	Taylorella equigenitalis 14/56	Prokaryotes	Bacteria	Betaproteobacteria	Taylorella	Taylorella equigenitalis
T01634	tas	Taylorella asinigenitalis MCE3	Prokaryotes	Bacteria	Betaproteobacteria	Taylorella	Taylorella asinigenitalis
T02603	tat	Taylorella asinigenitalis 14/45	Prokaryotes	Bacteria	Betaproteobacteria	Taylorella	Taylorella asinigenitalis
T01486	put	Pusillimonas sp. T7-7	Prokaryotes	Bacteria	Betaproteobacteria	Pusillimonas	Pusillimonas sp.
T06486	pud	Pusillimonas sp. DMV24BSW_D	Prokaryotes	Bacteria	Betaproteobacteria	Pusillimonas	Pusillimonas sp.
T05795	pus	Pollutimonas thiosulfatoxidans	Prokaryotes	Bacteria	Betaproteobacteria	Pollutimonas	Pollutimonas thiosulfatoxidans
T09676	poll	Pollutimonas sp. M17	Prokaryotes	Bacteria	Betaproteobacteria	Pollutimonas	Pollutimonas sp.
T02117	aka	Advenella kashmirensis	Prokaryotes	Bacteria	Betaproteobacteria	Advenella	Advenella kashmirensis
T03016	amim	Advenella mimigardefordensis	Prokaryotes	Bacteria	Betaproteobacteria	Advenella	Advenella mimigardefordensis
T09248	aaln	Advenella alkanexedens	Prokaryotes	Bacteria	Betaproteobacteria	Advenella	Advenella alkanexedens
T03058	cdn	Castellaniella defragrans	Prokaryotes	Bacteria	Betaproteobacteria	Castellaniella	Castellaniella defragrans
T03226	bpsi	Basilea psittacipulmonis	Prokaryotes	Bacteria	Betaproteobacteria	Basilea	Basilea psittacipulmonis
T04157	afa	Alcaligenes faecalis ZD02	Prokaryotes	Bacteria	Betaproteobacteria	Alcaligenes	Alcaligenes faecalis
T05446	afq	Alcaligenes faecalis JQ135	Prokaryotes	Bacteria	Betaproteobacteria	Alcaligenes	Alcaligenes faecalis
T05678	aaqu	Alcaligenes aquatilis	Prokaryotes	Bacteria	Betaproteobacteria	Alcaligenes	Alcaligenes aquatilis
T07763	aamm	Alcaligenes ammonioxydans	Prokaryotes	Bacteria	Betaproteobacteria	Alcaligenes	Alcaligenes ammonioxydans
T10407	alcn	Alcaligenes sp. NLF5-7	Prokaryotes	Bacteria	Betaproteobacteria	Alcaligenes	Alcaligenes sp.
T04704	phn	Paenalcaligenes hominis	Prokaryotes	Bacteria	Betaproteobacteria	Paenalcaligenes	Paenalcaligenes hominis
T05133	odi	Orrella dioscoreae	Prokaryotes	Bacteria	Betaproteobacteria	Orrella	Orrella dioscoreae
T05532	boz	Orrella marina	Prokaryotes	Bacteria	Betaproteobacteria	Orrella	Orrella marina
T08894	odh	Orrella daihaiensis	Prokaryotes	Bacteria	Betaproteobacteria	Orrella	Orrella daihaiensis
T05343	our	Oligella urethralis	Prokaryotes	Bacteria	Betaproteobacteria	Oligella	Oligella urethralis
T07321	oue	Oligella ureolytica	Prokaryotes	Bacteria	Betaproteobacteria	Oligella	Oligella ureolytica
T05719	pig	Pigmentiphaga sp. H8	Prokaryotes	Bacteria	Betaproteobacteria	Pigmentiphaga	Pigmentiphaga sp.
T06198	pacr	Pigmentiphaga aceris	Prokaryotes	Bacteria	Betaproteobacteria	Pigmentiphaga	Pigmentiphaga aceris
T05924	kgy	Kerstersia gyiorum	Prokaryotes	Bacteria	Betaproteobacteria	Kerstersia	Kerstersia gyiorum
T07761	park	Paralcaligenes sp. KSB-10	Prokaryotes	Bacteria	Betaproteobacteria	Paralcaligenes	Paralcaligenes sp.
T09541	narm	Neopusillimonas aromaticivorans	Prokaryotes	Bacteria	Betaproteobacteria	Neopusillimonas	Neopusillimonas aromaticivorans
T00334	rfr	Rhodoferax ferrireducens	Prokaryotes	Bacteria	Betaproteobacteria	Rhodoferax	Rhodoferax ferrireducens
T04623	rsb	Rhodoferax saidenbachensis	Prokaryotes	Bacteria	Betaproteobacteria	Rhodoferax	Rhodoferax saidenbachensis
T04655	rac	Rhodoferax antarcticus	Prokaryotes	Bacteria	Betaproteobacteria	Rhodoferax	Rhodoferax antarcticus
T04721	rhy	Rhodoferax koreense	Prokaryotes	Bacteria	Betaproteobacteria	Rhodoferax	Rhodoferax koreense
T06165	rhf	Rhodoferax sediminis CHu59-6-5	Prokaryotes	Bacteria	Betaproteobacteria	Rhodoferax	Rhodoferax sediminis
T06176	rhg	Rhodoferax aquaticus	Prokaryotes	Bacteria	Betaproteobacteria	Rhodoferax	Rhodoferax aquaticus
T08330	rhoa	Rhodoferax sp. AJA081-3	Prokaryotes	Bacteria	Betaproteobacteria	Rhodoferax	Rhodoferax sp.
T08955	rhob	Rhodoferax sp. BAB1	Prokaryotes	Bacteria	Betaproteobacteria	Rhodoferax	Rhodoferax sp.
T10170	rmk	Rhodoferax mekongensis	Prokaryotes	Bacteria	Betaproteobacteria	Rhodoferax	Rhodoferax mekongensis
T10289	rlh	Rhodoferax lithotrophicus	Prokaryotes	Bacteria	Betaproteobacteria	Rhodoferax	Rhodoferax lithotrophicus
T10716	rhof	Rhodoferax sp. WC2427	Prokaryotes	Bacteria	Betaproteobacteria	Rhodoferax	Rhodoferax sp.
T00343	pol	Polaromonas sp. JS666	Prokaryotes	Bacteria	Betaproteobacteria	Polaromonas	Polaromonas sp.
T00459	pna	Polaromonas naphthalenivorans	Prokaryotes	Bacteria	Betaproteobacteria	Polaromonas	Polaromonas naphthalenivorans
T05689	pos	Polaromonas sp. SP1	Prokaryotes	Bacteria	Betaproteobacteria	Polaromonas	Polaromonas sp.
T06273	poo	Polaromonas sp. Pch-P	Prokaryotes	Bacteria	Betaproteobacteria	Polaromonas	Polaromonas sp.
T06542	pvac	Polaromonas vacuolata	Prokaryotes	Bacteria	Betaproteobacteria	Polaromonas	Polaromonas vacuolata
T00455	ajs	Acidovorax sp. JS42	Prokaryotes	Bacteria	Betaproteobacteria	Acidovorax	Acidovorax sp.
T02290	ack	Acidovorax sp. KKS102	Prokaryotes	Bacteria	Betaproteobacteria	Acidovorax	Acidovorax sp.
T04481	acra	Acidovorax sp. RAC01	Prokaryotes	Bacteria	Betaproteobacteria	Acidovorax	Acidovorax sp.
T04914	acid	Acidovorax carolinensis NA2	Prokaryotes	Bacteria	Betaproteobacteria	Acidovorax	Acidovorax carolinensis
T04962	acip	Acidovorax carolinensis P4	Prokaryotes	Bacteria	Betaproteobacteria	Acidovorax	Acidovorax carolinensis
T04997	acin	Acidovorax carolinensis NA3	Prokaryotes	Bacteria	Betaproteobacteria	Acidovorax	Acidovorax carolinensis
T04998	acis	Acidovorax carolinensis P3	Prokaryotes	Bacteria	Betaproteobacteria	Acidovorax	Acidovorax carolinensis
T05680	acio	Acidovorax sp. 1608163	Prokaryotes	Bacteria	Betaproteobacteria	Acidovorax	Acidovorax sp.
T08078	arad	Acidovorax radicis	Prokaryotes	Bacteria	Betaproteobacteria	Acidovorax	Acidovorax radicis
T08827	atem	Acidovorax temperans	Prokaryotes	Bacteria	Betaproteobacteria	Acidovorax	Acidovorax temperans
T10243	aciq	Acidovorax sp. DW039	Prokaryotes	Bacteria	Betaproteobacteria	Acidovorax	Acidovorax sp.
T10357	aciv	Acidovorax sp. JMULE5	Prokaryotes	Bacteria	Betaproteobacteria	Acidovorax	Acidovorax sp.
T10802	asah	Acidovorax sacchari	Prokaryotes	Bacteria	Betaproteobacteria	Acidovorax	Acidovorax sacchari
T00451	aav	Paracidovorax citrulli	Prokaryotes	Bacteria	Betaproteobacteria	Paracidovorax	Paracidovorax citrulli
T01445	aaa	Paracidovorax avenae	Prokaryotes	Bacteria	Betaproteobacteria	Paracidovorax	Paracidovorax avenae
T06798	amon	Paenacidovorax monticola	Prokaryotes	Bacteria	Betaproteobacteria	Paenacidovorax	Paenacidovorax monticola
T00460	vei	Verminephrobacter eiseniae	Prokaryotes	Bacteria	Betaproteobacteria	Verminephrobacter	Verminephrobacter eiseniae
T00620	dac	Delftia acidovorans	Prokaryotes	Bacteria	Betaproteobacteria	Delftia	Delftia acidovorans
T01497	del	Delftia sp. Cs1-4	Prokaryotes	Bacteria	Betaproteobacteria	Delftia	Delftia sp.
T04496	dts	Delftia tsuruhatensis	Prokaryotes	Bacteria	Betaproteobacteria	Delftia	Delftia tsuruhatensis
T04584	dhk	Delftia sp. HK171	Prokaryotes	Bacteria	Betaproteobacteria	Delftia	Delftia sp.
T06974	dla	Delftia lacustris	Prokaryotes	Bacteria	Betaproteobacteria	Delftia	Delftia lacustris
T00916	vap	Variovorax paradoxus S110	Prokaryotes	Bacteria	Betaproteobacteria	Variovorax	Variovorax paradoxus
T01392	vpe	Variovorax paradoxus EPS	Prokaryotes	Bacteria	Betaproteobacteria	Variovorax	Variovorax paradoxus
T02835	vpd	Variovorax paradoxus B4	Prokaryotes	Bacteria	Betaproteobacteria	Variovorax	Variovorax paradoxus
T04325	vaa	Variovorax sp. PAMC 28711	Prokaryotes	Bacteria	Betaproteobacteria	Variovorax	Variovorax sp.
T05068	vbo	Variovorax boronicumulans	Prokaryotes	Bacteria	Betaproteobacteria	Variovorax	Variovorax boronicumulans
T05380	vam	Variovorax sp. PMC12	Prokaryotes	Bacteria	Betaproteobacteria	Variovorax	Variovorax sp.
T10234	vaz	Variovorax sp. PAMC26660	Prokaryotes	Bacteria	Betaproteobacteria	Variovorax	Variovorax sp.
T10235	vav	Variovorax sp. 38R	Prokaryotes	Bacteria	Betaproteobacteria	Variovorax	Variovorax sp.
T10564	vae	Variovorax sp. EBFNA2	Prokaryotes	Bacteria	Betaproteobacteria	Variovorax	Variovorax sp.
T10649	vax	Variovorax sp. PAMC28562	Prokaryotes	Bacteria	Betaproteobacteria	Variovorax	Variovorax sp.
T01109	ctt	Comamonas thiooxydans	Prokaryotes	Bacteria	Betaproteobacteria	Comamonas	Comamonas thiooxydans
T03218	ctes	Comamonas testosteroni TK102	Prokaryotes	Bacteria	Betaproteobacteria	Comamonas	Comamonas testosteroni
T04758	cke	Comamonas kerstersii	Prokaryotes	Bacteria	Betaproteobacteria	Comamonas	Comamonas kerstersii
T04892	cser	Comamonas serinivorans	Prokaryotes	Bacteria	Betaproteobacteria	Comamonas	Comamonas serinivorans
T06146	cof	Comamonas flocculans	Prokaryotes	Bacteria	Betaproteobacteria	Comamonas	Comamonas flocculans
T07338	caqt	Comamonas aquatica	Prokaryotes	Bacteria	Betaproteobacteria	Comamonas	Comamonas aquatica
T07833	codo	Comamonas odontotermitis	Prokaryotes	Bacteria	Betaproteobacteria	Comamonas	Comamonas odontotermitis
T09012	ctez	Comamonas terrigena	Prokaryotes	Bacteria	Betaproteobacteria	Comamonas	Comamonas terrigena
T07217	aant	Comamonas antarctica	Prokaryotes	Bacteria	Betaproteobacteria	Comamonas	Comamonas antarctica
T09688	crj	Comamonas resistens	Prokaryotes	Bacteria	Betaproteobacteria	Comamonas	Comamonas resistens
T09983	cenp	Comamonas endophytica	Prokaryotes	Bacteria	Betaproteobacteria	Comamonas	Comamonas endophytica
T10658	comb	Comamonas sp. B21-038	Prokaryotes	Bacteria	Betaproteobacteria	Comamonas	Comamonas sp.
T01397	adn	Alicycliphilus denitrificans BC	Prokaryotes	Bacteria	Betaproteobacteria	Alicycliphilus	Alicycliphilus denitrificans
T01463	adk	Alicycliphilus denitrificans K601	Prokaryotes	Bacteria	Betaproteobacteria	Alicycliphilus	Alicycliphilus denitrificans
T01544	rta	Ramlibacter tataouinensis	Prokaryotes	Bacteria	Betaproteobacteria	Ramlibacter	Ramlibacter tataouinensis
T08049	rtea	Ramlibacter terrae	Prokaryotes	Bacteria	Betaproteobacteria	Ramlibacter	Ramlibacter terrae
T02877	cbx	Candidatus Symbiobacter mobilis	Prokaryotes	Bacteria	Betaproteobacteria	Symbiobacter	Candidatus Symbiobacter
T04031	oto	Ottowia sp. oral taxon 894	Prokaryotes	Bacteria	Betaproteobacteria	Ottowia	Ottowia sp.
T05363	otk	Ottowia oryzae	Prokaryotes	Bacteria	Betaproteobacteria	Ottowia	Ottowia oryzae
T08188	otd	Ottowia testudinis	Prokaryotes	Bacteria	Betaproteobacteria	Ottowia	Ottowia testudinis
T04120	lim	Limnohabitans sp. 103DPR2	Prokaryotes	Bacteria	Betaproteobacteria	Limnohabitans	Limnohabitans sp.
T04121	lih	Limnohabitans sp. 63ED37-2	Prokaryotes	Bacteria	Betaproteobacteria	Limnohabitans	Limnohabitans sp.
T09962	limi	Limnohabitans sp. INBF002	Prokaryotes	Bacteria	Betaproteobacteria	Limnohabitans	Limnohabitans sp.
T04455	hyr	Hydrogenophaga sp. RAC07	Prokaryotes	Bacteria	Betaproteobacteria	Hydrogenophaga	Hydrogenophaga sp.
T04491	hyb	Hydrogenophaga sp. PBC	Prokaryotes	Bacteria	Betaproteobacteria	Hydrogenophaga	Hydrogenophaga sp.
T04505	hyl	Hydrogenophaga crassostreae	Prokaryotes	Bacteria	Betaproteobacteria	Hydrogenophaga	Hydrogenophaga crassostreae
T05960	hyc	Hydrogenophaga sp. PAMC20947	Prokaryotes	Bacteria	Betaproteobacteria	Hydrogenophaga	Hydrogenophaga sp.
T06073	hpse	Hydrogenophaga pseudoflava	Prokaryotes	Bacteria	Betaproteobacteria	Hydrogenophaga	Hydrogenophaga pseudoflava
T06379	hyn	Hydrogenophaga sp. BPS33	Prokaryotes	Bacteria	Betaproteobacteria	Hydrogenophaga	Hydrogenophaga sp.
T08018	htn	Hydrogenophaga taeniospiralis	Prokaryotes	Bacteria	Betaproteobacteria	Hydrogenophaga	Hydrogenophaga taeniospiralis
T08489	hcz	Hydrogenophaga crocea	Prokaryotes	Bacteria	Betaproteobacteria	Hydrogenophaga	Hydrogenophaga crocea
T10285	hyy	Hydrogenophaga sp. YM1	Prokaryotes	Bacteria	Betaproteobacteria	Hydrogenophaga	Hydrogenophaga sp.
T10669	hydr	Hydrogenophaga sp. SNF1	Prokaryotes	Bacteria	Betaproteobacteria	Hydrogenophaga	Hydrogenophaga sp.
T10785	hyda	Hydrogenophaga sp. ANAO-22	Prokaryotes	Bacteria	Betaproteobacteria	Hydrogenophaga	Hydrogenophaga sp.
T04937	dpy	Diaphorobacter nitroreducens	Prokaryotes	Bacteria	Betaproteobacteria	Diaphorobacter	Diaphorobacter nitroreducens
T06499	dih	Diaphorobacter sp. HDW4A	Prokaryotes	Bacteria	Betaproteobacteria	Diaphorobacter	Diaphorobacter sp.
T06773	daer	Diaphorobacter aerolatus	Prokaryotes	Bacteria	Betaproteobacteria	Diaphorobacter	Diaphorobacter aerolatus
T06813	drg	Diaphorobacter ruginosibacter	Prokaryotes	Bacteria	Betaproteobacteria	Diaphorobacter	Diaphorobacter ruginosibacter
T10112	dls	Diaphorobacter limosus	Prokaryotes	Bacteria	Betaproteobacteria	Diaphorobacter	Diaphorobacter limosus
T10221	dij	Diaphorobacter sp. JS3050	Prokaryotes	Bacteria	Betaproteobacteria	Diaphorobacter	Diaphorobacter sp.
T10618	dim	Diaphorobacter sp. MNS-0	Prokaryotes	Bacteria	Betaproteobacteria	Diaphorobacter	Diaphorobacter sp.
T00853	dia	Acidovorax ebreus	Prokaryotes	Bacteria	Betaproteobacteria	Diaphorobacter	Acidovorax ebreus
T05361	simp	Simplicispira suum	Prokaryotes	Bacteria	Betaproteobacteria	Simplicispira	Simplicispira suum
T05362	melm	Pulveribacter suum	Prokaryotes	Bacteria	Betaproteobacteria	Pulveribacter	Pulveribacter suum
T05358	mela	Melaminivora suipulveris	Prokaryotes	Bacteria	Betaproteobacteria	Melaminivora	Melaminivora suipulveris
T07790	mje	Melaminivora jejuensis	Prokaryotes	Bacteria	Betaproteobacteria	Melaminivora	Melaminivora jejuensis
T03614	cbaa	Serpentinimonas raichei	Prokaryotes	Bacteria	Betaproteobacteria	Serpentinimonas	Serpentinimonas raichei
T03627	cbab	Serpentinimonas maccroryi	Prokaryotes	Bacteria	Betaproteobacteria	Serpentinimonas	Serpentinimonas maccroryi
T09883	hgr	Hylemonella gracilis	Prokaryotes	Bacteria	Betaproteobacteria	Hylemonella	Hylemonella gracilis
T06911	sthm	Caldimonas thermodepolymerans	Prokaryotes	Bacteria	Betaproteobacteria	Caldimonas	Caldimonas thermodepolymerans
T04216	pbh	Caldimonas brevitalea	Prokaryotes	Bacteria	Betaproteobacteria	Caldimonas	Caldimonas brevitalea
T08587	saqa	Caldimonas aquatica	Prokaryotes	Bacteria	Betaproteobacteria	Caldimonas	Caldimonas aquatica
T00470	mpt	Methylibium petroleiphilum	Prokaryotes	Bacteria	Betaproteobacteria	Methylibium	Methylibium petroleiphilum
T05827	metp	Methylibium sp. Pch-M	Prokaryotes	Bacteria	Betaproteobacteria	Methylibium	Methylibium sp.
T01803	rge	Rubrivivax gelatinosus	Prokaryotes	Bacteria	Betaproteobacteria	Rubrivivax	Rubrivivax gelatinosus
T04092	rbn	Rubrivivax benzoatilyticus	Prokaryotes	Bacteria	Betaproteobacteria	Rubrivivax	Rubrivivax benzoatilyticus
T04166	rdp	Roseateles depolymerans	Prokaryotes	Bacteria	Betaproteobacteria	Roseateles	Roseateles depolymerans
T08701	roi	Roseateles amylovorans	Prokaryotes	Bacteria	Betaproteobacteria	Roseateles	Roseateles amylovorans
T06904	kia	Roseateles sp. DAIF2	Prokaryotes	Bacteria	Betaproteobacteria	Roseateles	Roseateles sp.
T04227	pkt	Paucibacter sp. KCTC 42545	Prokaryotes	Bacteria	Betaproteobacteria	Roseateles	Paucibacter sp.
T09144	paqa	Kinneretia aquatilis	Prokaryotes	Bacteria	Betaproteobacteria	Roseateles	Kinneretia aquatilis
T10150	pais	Paucibacter sediminis	Prokaryotes	Bacteria	Betaproteobacteria	Roseateles	Paucibacter sediminis
T04402	miu	Mitsuaria sp. 7	Prokaryotes	Bacteria	Betaproteobacteria	Roseateles	Mitsuaria sp.
T06182	snn	Sphaerotilus sulfidivorans	Prokaryotes	Bacteria	Betaproteobacteria	Sphaerotilus	Sphaerotilus sulfidivorans
T10131	smio	Sphaerotilus microaerophilus	Prokaryotes	Bacteria	Betaproteobacteria	Sphaerotilus	Sphaerotilus microaerophilus
T07737	idc	Ideonella dechloratans	Prokaryotes	Bacteria	Betaproteobacteria	Ideonella	Ideonella dechloratans
T08158	ater	Aquincola tertiaricarbonis	Prokaryotes	Bacteria	Betaproteobacteria	Aquincola	Aquincola tertiaricarbonis
T00681	lch	Leptothrix cholodnii	Prokaryotes	Bacteria	Betaproteobacteria	Leptothrix	Leptothrix cholodnii
T04831	rgu	Piscinibacter gummiphilus	Prokaryotes	Bacteria	Betaproteobacteria	Piscinibacter	Piscinibacter gummiphilus
T00490	har	Herminiimonas arsenicoxydans	Prokaryotes	Bacteria	Betaproteobacteria	Herminiimonas	Herminiimonas arsenicoxydans
T00561	mms	Janthinobacterium sp. Marseille	Prokaryotes	Bacteria	Betaproteobacteria	Janthinobacterium	Janthinobacterium sp.
T03157	jag	Janthinobacterium agaricidamnosum	Prokaryotes	Bacteria	Betaproteobacteria	Janthinobacterium	Janthinobacterium agaricidamnosum
T04271	jab	Janthinobacterium sp. B9-8	Prokaryotes	Bacteria	Betaproteobacteria	Janthinobacterium	Janthinobacterium sp.
T04539	jaz	Janthinobacterium sp. 1_2014MBL_MicDiv	Prokaryotes	Bacteria	Betaproteobacteria	Janthinobacterium	Janthinobacterium sp.
T04756	jal	Janthinobacterium sp. LM6	Prokaryotes	Bacteria	Betaproteobacteria	Janthinobacterium	Janthinobacterium sp.
T05119	jsv	Janthinobacterium svalbardensis	Prokaryotes	Bacteria	Betaproteobacteria	Janthinobacterium	Janthinobacterium svalbardensis
T05896	jaj	Janthinobacterium sp. 17J80-10	Prokaryotes	Bacteria	Betaproteobacteria	Janthinobacterium	Janthinobacterium sp.
T06359	jas	Janthinobacterium tructae	Prokaryotes	Bacteria	Betaproteobacteria	Janthinobacterium	Janthinobacterium tructae
T06723	jlv	Janthinobacterium lividum	Prokaryotes	Bacteria	Betaproteobacteria	Janthinobacterium	Janthinobacterium lividum
T08624	jah	Janthinobacterium sp. HH102	Prokaryotes	Bacteria	Betaproteobacteria	Janthinobacterium	Janthinobacterium sp.
T09016	jri	Janthinobacterium rivuli	Prokaryotes	Bacteria	Betaproteobacteria	Janthinobacterium	Janthinobacterium rivuli
T01268	hse	Herbaspirillum seropedicae SmR1	Prokaryotes	Bacteria	Betaproteobacteria	Herbaspirillum	Herbaspirillum seropedicae
T04519	hsz	Herbaspirillum seropedicae Z67	Prokaryotes	Bacteria	Betaproteobacteria	Herbaspirillum	Herbaspirillum seropedicae
T04039	hht	Herbaspirillum hiltneri	Prokaryotes	Bacteria	Betaproteobacteria	Herbaspirillum	Herbaspirillum hiltneri
T04238	hrb	Herbaspirillum rubrisubalbicans	Prokaryotes	Bacteria	Betaproteobacteria	Herbaspirillum	Herbaspirillum rubrisubalbicans
T05024	hee	Herbaspirillum sp. meg3	Prokaryotes	Bacteria	Betaproteobacteria	Herbaspirillum	Herbaspirillum sp.
T05937	hhf	Herbaspirillum huttiense	Prokaryotes	Bacteria	Betaproteobacteria	Herbaspirillum	Herbaspirillum huttiense
T06761	hfr	Herbaspirillum frisingense	Prokaryotes	Bacteria	Betaproteobacteria	Herbaspirillum	Herbaspirillum frisingense
T10195	hew	Herbaspirillum sp. DW155	Prokaryotes	Bacteria	Betaproteobacteria	Herbaspirillum	Herbaspirillum sp.
T01304	zin	Candidatus Zinderia insecticola	Prokaryotes	Bacteria	Betaproteobacteria	Zinderia	Candidatus Zinderia
T01583	cfu	Collimonas fungivorans	Prokaryotes	Bacteria	Betaproteobacteria	Collimonas	Collimonas fungivorans
T03512	care	Collimonas arenae	Prokaryotes	Bacteria	Betaproteobacteria	Collimonas	Collimonas arenae
T04306	cpra	Collimonas pratensis	Prokaryotes	Bacteria	Betaproteobacteria	Collimonas	Collimonas pratensis
T04026	mnr	Massilia sp. NR 4-1	Prokaryotes	Bacteria	Betaproteobacteria	Massilia	Massilia sp.
T04122	masw	Massilia sp. WG5	Prokaryotes	Bacteria	Betaproteobacteria	Massilia	Massilia sp.
T05157	mass	Massilia violaceinigra	Prokaryotes	Bacteria	Betaproteobacteria	Massilia	Massilia violaceinigra
T05448	mtim	Massilia oculi	Prokaryotes	Bacteria	Betaproteobacteria	Massilia	Massilia oculi
T05528	masy	Massilia sp. YMA4	Prokaryotes	Bacteria	Betaproteobacteria	Massilia	Massilia sp.
T08186	manc	Massilia antarctica	Prokaryotes	Bacteria	Betaproteobacteria	Massilia	Massilia antarctica
T08391	mfy	Massilia forsythiae	Prokaryotes	Bacteria	Betaproteobacteria	Massilia	Massilia forsythiae
T08769	mvar	Massilia varians	Prokaryotes	Bacteria	Betaproteobacteria	Massilia	Massilia varians
T09693	meny	Massilia endophytica	Prokaryotes	Bacteria	Betaproteobacteria	Massilia	Massilia endophytica
T09729	mlir	Massilia litorea	Prokaryotes	Bacteria	Betaproteobacteria	Massilia	Massilia litorea
T10663	masb	Massilia sp. B-10	Prokaryotes	Bacteria	Betaproteobacteria	Massilia	Massilia sp.
