ID	code	name	Type	Domain	Order	Genus	Speices
T01020	tet	Tetrahymena thermophila	Eukaryotes	Protists	Alveolates	Ciliates	Tetrahymena thermophila
T01055	ptm	Paramecium tetraurelia	Eukaryotes	Protists	Alveolates	Ciliates	Paramecium tetraurelia
T01075	pti	Phaeodactylum tricornutum	Eukaryotes	Protists	Stramenopiles	Diatoms	Phaeodactylum tricornutum
T04784	fcy	Fragilariopsis cylindrus	Eukaryotes	Protists	Stramenopiles	Diatoms	Fragilariopsis cylindrus
T01078	tps	Thalassiosira pseudonana	Eukaryotes	Protists	Stramenopiles	Diatoms	Thalassiosira pseudonana
T02917	ngd	Nannochloropsis gaditana	Eukaryotes	Protists	Stramenopiles	Eustigmatophytes	Nannochloropsis gaditana
T04134	aaf	Aureococcus anophagefferens	Eukaryotes	Protists	Stramenopiles	Pelagophytes	Aureococcus anophagefferens
T01333	pif	Phytophthora infestans	Eukaryotes	Protists	Stramenopiles	Oomycetes	Phytophthora infestans
T03459	psoj	Phytophthora sojae	Eukaryotes	Protists	Stramenopiles	Oomycetes	Phytophthora sojae
T10371	blac	Bremia lactucae (lettuce downy mildew)	Eukaryotes	Protists	Stramenopiles	Oomycetes	Bremia lactucae
T04137	spar	Saprolegnia parasitica	Eukaryotes	Protists	Stramenopiles	Oomycetes	Saprolegnia parasitica
T01013	tbr	Trypanosoma brucei brucei	Eukaryotes	Protists	Euglenozoa	Kinetoplasts	Trypanosoma brucei
T06526	tbg	Trypanosoma brucei gambiense	Eukaryotes	Protists	Euglenozoa	Kinetoplasts	Trypanosoma brucei
T01012	tcr	Trypanosoma cruzi	Eukaryotes	Protists	Euglenozoa	Kinetoplasts	Trypanosoma cruzi
T01014	lma	Leishmania major	Eukaryotes	Protists	Euglenozoa	Kinetoplasts	Leishmania major
T01112	lif	Leishmania infantum	Eukaryotes	Protists	Euglenozoa	Kinetoplasts	Leishmania infantum
T02289	ldo	Leishmania donovani	Eukaryotes	Protists	Euglenozoa	Kinetoplasts	Leishmania donovani
T02288	lmi	Leishmania mexicana	Eukaryotes	Protists	Euglenozoa	Kinetoplasts	Leishmania mexicana
T10333	lmat	Leishmania martiniquensis	Eukaryotes	Protists	Euglenozoa	Kinetoplasts	Leishmania martiniquensis
T01113	lbz	Leishmania braziliensis	Eukaryotes	Protists	Euglenozoa	Kinetoplasts	Leishmania braziliensis
T06539	lpan	Leishmania panamensis	Eukaryotes	Protists	Euglenozoa	Kinetoplasts	Leishmania panamensis
T10351	loi	Leishmania orientalis	Eukaryotes	Protists	Euglenozoa	Kinetoplasts	Leishmania orientalis
T10390	leis	Leishmania sp. Ghana 2012 LV757	Eukaryotes	Protists	Euglenozoa	Kinetoplasts	Leishmania sp.
T10389	lenr	Leishmania enriettii	Eukaryotes	Protists	Euglenozoa	Kinetoplasts	Leishmania enriettii
T10410	lein	Leishmania sp. Namibia	Eukaryotes	Protists	Euglenozoa	Kinetoplasts	Leishmania sp.
T10408	phet	Porcisia hertigi	Eukaryotes	Protists	Euglenozoa	Kinetoplasts	Porcisia hertigi
T01241	ngr	Naegleria gruberi	Eukaryotes	Protists	Heterolobosea	Tetramitia	Naegleria gruberi
T01022	tva	Trichomonas vaginalis	Eukaryotes	Protists	Metamonada	Trichomonads	Trichomonas vaginalis
T01047	gla	Giardia lamblia	Eukaryotes	Protists	Metamonada	Diplomonads	Giardia lamblia
T10465	ssao	Spironucleus salmonicida	Eukaryotes	Protists	Metamonada	Diplomonads	Spironucleus salmonicida
T02915	ehx	Emiliania huxleyi	Eukaryotes	Protists	other Eukaryota	Haptophyta	Emiliania huxleyi
T02925	gtt	Guillardia theta	Eukaryotes	Protists	other Eukaryota	Cryptomonads	Guillardia theta
T00007	eco	Escherichia coli K-12 MG1655	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T00068	ecj	Escherichia coli K-12 W3110	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T00666	ecd	Escherichia coli K-12 DH10B	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T00913	ebw	Escherichia coli K-12 BW2952	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T02541	ecok	Escherichia coli K-12 MDS42	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T09611	ecoc	Escherichia coli K-12 C3026	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T00044	ece	Escherichia coli O157:H7 EDL933 (EHEC)	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T00048	ecs	Escherichia coli O157:H7 Sakai (EHEC)	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T00778	ecf	Escherichia coli O157:H7 EC4115 (EHEC)	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T00949	etw	Escherichia coli O157:H7 TW14359 (EHEC)	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T02122	elx	Escherichia coli O157:H7 Xuzhou21 (EHEC)	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T01097	eoi	Escherichia coli O111:H- 11128 (EHEC)	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T01098	eoj	Escherichia coli O26:H11 11368 (EHEC)	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T01096	eoh	Escherichia coli O103:H2 12009 (EHEC)	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T03010	ecoo	Escherichia coli O145:H28 RM13514 (EHEC)	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T03011	ecoh	Escherichia coli O145:H28 RM13516 (EHEC)	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T02257	esl	Escherichia coli O104:H4 2011C-3493 (EAEC)	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T02256	eso	Escherichia coli O104:H4 2009EL-2071 (EAEC)	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T02316	esm	Escherichia coli O104:H4 2009EL-2050 (EAEC)	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T00826	eck	Escherichia coli 55989 (EAEC)	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T00796	ecg	Escherichia coli O127:H6 E2348/69 (EPEC)	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T01190	eok	Escherichia coli O55:H7 CB9615 (EPEC)	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T02066	elr	Escherichia coli O55:H7 RM12579 (EPEC)	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T02069	elh	Escherichia coli O78:H11:K80 H10407 (ETEC)	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T00590	ecw	Escherichia coli O139:H28 E24377A (ETEC)	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T02001	eun	Escherichia coli UMNK88 (ETEC, porcine)	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T00373	ecp	Escherichia coli O6:K15:H31 536 (UPEC)	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T01998	ena	Escherichia coli NA114 (UPEC)	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T04373	ecos	Escherichia coli O25b:K100:H4-ST131 EC958 (UPEC)	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T00425	ecv	Escherichia coli APEC O1 (APEC)	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T02445	ecoa	Escherichia coli APEC O78 (APEC)	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T00591	ecx	Escherichia coli O9 HS (commensal)	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T00672	ecm	Escherichia coli SMS-3-5 (environmental)	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T00784	ecy	Escherichia coli O152:H28 SE11 (commensal)	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T00828	ecr	Escherichia coli O8 IAI1 (commensal)	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T00827	ecq	Escherichia coli O81 ED1a (commensal)	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T00831	eum	Escherichia coli O17:K52:H18 UMN026 (ExPEC)	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T00829	ect	Escherichia coli O7:K1 IAI39 (ExPEC)	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T01999	eoc	Escherichia coli O7:K1 CE10	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T00944	ebr	Escherichia coli B REL606	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T09610	ecob	Escherichia coli B C3029	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T00931	ebl	Escherichia coli BL21(DE3)	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T02096	ebe	Escherichia coli BL21(DE3)	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T00939	ebd	Escherichia coli BL21-Gold(DE3)pLysS AG	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T00338	eci	Escherichia coli O18:K1:H7 UTI89 (UPEC)	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T01997	eih	Escherichia coli O18:K1:H7 IHE3034 (ExPEC)	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T00830	ecz	Escherichia coli O45:K1:H7 S88 (ExPEC)	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T00106	ecc	Escherichia coli O6:K2:H1 CFT073 (UPEC)	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T02067	elo	Escherichia coli O44:H18 042 (EAEC)	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T02068	eln	Escherichia coli O83:H1 NRG 857C (AIEC)	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T02077	ese	Escherichia coli O150:H5 SE15 (commensal)	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T00697	ecl	Escherichia coli ATCC 8739	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T02104	ekf	Escherichia coli KO11FL	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T01995	eab	Escherichia coli ABU 83972	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T01996	edh	Escherichia coli DH1	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T02102	edj	Escherichia coli DH1	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T02000	elu	Escherichia coli UM146	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T02002	elw	Escherichia coli W	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T02101	ell	Escherichia coli W	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T02003	elc	Escherichia coli clone D i14	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T02004	eld	Escherichia coli clone D i2	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T02030	elp	Escherichia coli P12b	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T00854	elf	Escherichia coli LF82	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T02846	ecol	Escherichia coli LY180	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T02847	ecoi	Escherichia coli O18:K1 PMV-1 (ExPEC)	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T02896	ecoj	Escherichia coli JJ1886	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia coli
T00811	efe	Escherichia fergusonii	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia fergusonii
T03986	eal	Escherichia albertii	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia albertii
T05353	ema	Escherichia marmotae	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia marmotae
T06276	esz	Escherichia sp. E4742	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia sp.
T09019	eruy	Escherichia ruysiae	Prokaryotes	Bacteria	Enterobacteria	Escherichia	Escherichia ruysiae
T00064	sty	Salmonella enterica subsp. enterica serovar Typhi CT18	Prokaryotes	Bacteria	Enterobacteria	Salmonella	Salmonella enterica
T00121	stt	Salmonella enterica subsp. enterica serovar Typhi Ty2	Prokaryotes	Bacteria	Enterobacteria	Salmonella	Salmonella enterica
T01741	sex	Salmonella enterica subsp. enterica serovar Typhi P-stx-12	Prokaryotes	Bacteria	Enterobacteria	Salmonella	Salmonella enterica
T02648	sent	Salmonella enterica subsp. enterica serovar Typhi Ty21a	Prokaryotes	Bacteria	Enterobacteria	Salmonella	Salmonella enterica
T00065	stm	Salmonella enterica subsp. enterica serovar Typhimurium LT2	Prokaryotes	Bacteria	Enterobacteria	Salmonella	Salmonella enterica
T01714	seo	Salmonella enterica subsp. enterica serovar Typhimurium 14028S	Prokaryotes	Bacteria	Enterobacteria	Salmonella	Salmonella enterica
T01715	sev	Salmonella enterica subsp. enterica serovar Typhimurium D23580	Prokaryotes	Bacteria	Enterobacteria	Salmonella	Salmonella enterica
T01724	sey	Salmonella enterica subsp. enterica serovar Typhimurium SL1344	Prokaryotes	Bacteria	Enterobacteria	Salmonella	Salmonella enterica
T01742	sem	Salmonella enterica subsp. enterica serovar Typhimurium T000240	Prokaryotes	Bacteria	Enterobacteria	Salmonella	Salmonella enterica
T01743	sej	Salmonella enterica subsp. enterica serovar Typhimurium UK-1	Prokaryotes	Bacteria	Enterobacteria	Salmonella	Salmonella enterica
T01760	seb	Salmonella enterica subsp. enterica serovar Typhimurium ST4/74	Prokaryotes	Bacteria	Enterobacteria	Salmonella	Salmonella enterica
T01782	sef	Salmonella enterica subsp. enterica serovar Typhimurium 798	Prokaryotes	Bacteria	Enterobacteria	Salmonella	Salmonella enterica
T02639	setu	Salmonella enterica subsp. enterica serovar Typhimurium U288	Prokaryotes	Bacteria	Enterobacteria	Salmonella	Salmonella enterica
T02737	setc	Salmonella enterica subsp. enterica serovar Typhimurium var. 5- CFSAN001921	Prokaryotes	Bacteria	Enterobacteria	Salmonella	Salmonella enterica
T02869	senr	Salmonella enterica subsp. enterica serovar Typhimurium DT2	Prokaryotes	Bacteria	Enterobacteria	Salmonella	Salmonella enterica
T02874	send	Salmonella enterica subsp. enterica serovar Typhimurium DT104	Prokaryotes	Bacteria	Enterobacteria	Salmonella	Salmonella enterica
T03493	seni	Salmonella enterica subsp. enterica serovar Typhimurium 138736	Prokaryotes	Bacteria	Enterobacteria	Salmonella	Salmonella enterica
T02738	seen	Salmonella enterica subsp. enterica serovar 4,[5],12:i:- 08-1736	Prokaryotes	Bacteria	Enterobacteria	Salmonella	Salmonella enterica
T00219	spt	Salmonella enterica subsp. enterica serovar Paratyphi A ATCC9150	Prokaryotes	Bacteria	Enterobacteria	Salmonella	Salmonella enterica
T00756	sek	Salmonella enterica subsp. enterica serovar Paratyphi A AKU12601	Prokaryotes	Bacteria	Enterobacteria	Salmonella	Salmonella enterica
T00628	spq	Salmonella enterica subsp. enterica serovar Paratyphi B	Prokaryotes	Bacteria	Enterobacteria	Salmonella	Salmonella enterica
T00862	sei	Salmonella enterica subsp. enterica serovar Paratyphi C	Prokaryotes	Bacteria	Enterobacteria	Salmonella	Salmonella enterica
T00240	sec	Salmonella enterica subsp. enterica serovar Choleraesuis	Prokaryotes	Bacteria	Enterobacteria	Salmonella	Salmonella enterica
T00738	seh	Salmonella enterica subsp. enterica serovar Heidelberg SL476	Prokaryotes	Bacteria	Enterobacteria	Salmonella	Salmonella enterica
T02011	shb	Salmonella enterica subsp. enterica serovar Heidelberg B182	Prokaryotes	Bacteria	Enterobacteria	Salmonella	Salmonella enterica
T02735	senh	Salmonella enterica subsp. enterica serovar Heidelberg CFSAN002069	Prokaryotes	Bacteria	Enterobacteria	Salmonella	Salmonella enterica
T02736	seeh	Salmonella enterica subsp. enterica serovar Heidelberg 41578	Prokaryotes	Bacteria	Enterobacteria	Salmonella	Salmonella enterica
T00739	see	Salmonella enterica subsp. enterica serovar Newport SL254	Prokaryotes	Bacteria	Enterobacteria	Salmonella	Salmonella enterica
T02779	senn	Salmonella enterica subsp. enterica serovar Newport USMARC-S3124.1	Prokaryotes	Bacteria	Enterobacteria	Salmonella	Salmonella enterica
T00743	sew	Salmonella enterica subsp. enterica serovar Schwarzengrund	Prokaryotes	Bacteria	Enterobacteria	Salmonella	Salmonella enterica
T00751	sea	Salmonella enterica subsp. enterica serovar Agona SL483	Prokaryotes	Bacteria	Enterobacteria	Salmonella	Salmonella enterica
T02944	sens	Salmonella enterica subsp. enterica serovar Agona 24249	Prokaryotes	Bacteria	Enterobacteria	Salmonella	Salmonella enterica
T00757	sed	Salmonella enterica subsp. enterica serovar Dublin	Prokaryotes	Bacteria	Enterobacteria	Salmonella	Salmonella enterica
T00770	seg	Salmonella enterica subsp. enterica serovar Gallinarum 287/91	Prokaryotes	Bacteria	Enterobacteria	Salmonella	Salmonella enterica
T01740	sel	Salmonella enterica subsp. enterica serovar Gallinarum/pullorum RKS5078	Prokaryotes	Bacteria	Enterobacteria	Salmonella	Salmonella enterica
T02824	sega	Salmonella enterica subsp. enterica serovar Gallinarum/pullorum CDC1983-67	Prokaryotes	Bacteria	Enterobacteria	Salmonella	Salmonella enterica
T00776	set	Salmonella enterica subsp. enterica serovar Enteritidis P125109	Prokaryotes	Bacteria	Enterobacteria	Salmonella	Salmonella enterica
T03731	sena	Salmonella enterica subsp. enterica serovar Enteritidis EC20090135	Prokaryotes	Bacteria	Enterobacteria	Salmonella	Salmonella enterica
T03732	seno	Salmonella enterica subsp. enterica serovar Enteritidis EC20090193	Prokaryotes	Bacteria	Enterobacteria	Salmonella	Salmonella enterica
T03760	senv	Salmonella enterica subsp. enterica serovar Enteritidis EC20090332	Prokaryotes	Bacteria	Enterobacteria	Salmonella	Salmonella enterica
T03761	senq	Salmonella enterica subsp. enterica serovar Enteritidis EC20090531	Prokaryotes	Bacteria	Enterobacteria	Salmonella	Salmonella enterica
T03817	senl	Salmonella enterica subsp. enterica serovar Enteritidis OLF-SE1-1019-1	Prokaryotes	Bacteria	Enterobacteria	Salmonella	Salmonella enterica
T02479	senj	Salmonella enterica subsp. enterica serovar Javiana	Prokaryotes	Bacteria	Enterobacteria	Salmonella	Salmonella enterica
T02734	seec	Salmonella enterica subsp. enterica serovar Cubana	Prokaryotes	Bacteria	Enterobacteria	Salmonella	Salmonella enterica
T02739	seeb	Salmonella enterica subsp. enterica serovar Bareilly	Prokaryotes	Bacteria	Enterobacteria	Salmonella	Salmonella enterica
T02790	seep	Salmonella enterica subsp. enterica serovar Pullorum	Prokaryotes	Bacteria	Enterobacteria	Salmonella	Salmonella enterica
T02827	senb	Salmonella enterica subsp. enterica serovar Bovismorbificans	Prokaryotes	Bacteria	Enterobacteria	Salmonella	Salmonella enterica
T02868	sene	Salmonella enterica subsp. enterica serovar Thompson	Prokaryotes	Bacteria	Enterobacteria	Salmonella	Salmonella enterica
T03730	senc	Salmonella enterica subsp. enterica serovar Tennessee	Prokaryotes	Bacteria	Enterobacteria	Salmonella	Salmonella enterica
T00627	ses	Salmonella enterica subsp. arizonae	Prokaryotes	Bacteria	Enterobacteria	Salmonella	Salmonella enterica
T01579	sbg	Salmonella bongori NCTC 12419	Prokaryotes	Bacteria	Enterobacteria	Salmonella	Salmonella bongori
T02733	sbz	Salmonella bongori N268-08	Prokaryotes	Bacteria	Enterobacteria	Salmonella	Salmonella bongori
T03249	sbv	Salmonella bongori serovar 48:z41:--	Prokaryotes	Bacteria	Enterobacteria	Salmonella	Salmonella bongori
T06160	salz	Salmonella sp. SSDFZ69	Prokaryotes	Bacteria	Enterobacteria	Salmonella	Salmonella sp.
T00097	sfl	Shigella flexneri 301 (serotype 2a)	Prokaryotes	Bacteria	Enterobacteria	Shigella	Shigella flexneri
T00128	sfx	Shigella flexneri 2457T (serotype 2a)	Prokaryotes	Bacteria	Enterobacteria	Shigella	Shigella flexneri
T00377	sfv	Shigella flexneri 8401 (serotype 5b)	Prokaryotes	Bacteria	Enterobacteria	Shigella	Shigella flexneri
T01883	sfe	Shigella flexneri 2002017 (serotype Fxv)	Prokaryotes	Bacteria	Enterobacteria	Shigella	Shigella flexneri
T03267	sfn	Shigella flexneri 2003036	Prokaryotes	Bacteria	Enterobacteria	Shigella	Shigella flexneri
T03315	sfs	Shigella flexneri Shi06HN006 (serotype Yv)	Prokaryotes	Bacteria	Enterobacteria	Shigella	Shigella flexneri
T03751	sft	Shigella flexneri NCTC1 (serotype 2a)	Prokaryotes	Bacteria	Enterobacteria	Shigella	Shigella flexneri
T00274	ssn	Shigella sonnei Ss046	Prokaryotes	Bacteria	Enterobacteria	Shigella	Shigella sonnei
T00301	sbo	Shigella boydii Sb227 (serotype 4)	Prokaryotes	Bacteria	Enterobacteria	Shigella	Shigella boydii
T00700	sbc	Shigella boydii CDC 3083-94 (serotype 18)	Prokaryotes	Bacteria	Enterobacteria	Shigella	Shigella boydii
T00306	sdy	Shigella dysenteriae Sd197	Prokaryotes	Bacteria	Enterobacteria	Shigella	Shigella dysenteriae
T02933	sdz	Shigella dysenteriae 1617 (serotype 1)	Prokaryotes	Bacteria	Enterobacteria	Shigella	Shigella dysenteriae
T04390	shq	Shigella sp. PAMC 28760	Prokaryotes	Bacteria	Enterobacteria	Shigella	Shigella sp.
T10707	shig	Shigella sp. PIB	Prokaryotes	Bacteria	Enterobacteria	Shigella	Shigella sp.
T01231	enc	Enterobacter cloacae subsp. cloacae ATCC 13047	Prokaryotes	Bacteria	Enterobacteria	Enterobacter	Enterobacter cloacae
T02159	enl	Enterobacter cloacae subsp. dissolvens SDM	Prokaryotes	Bacteria	Enterobacteria	Enterobacter	Enterobacter cloacae
T03429	eclg	Enterobacter cloacae GGT036	Prokaryotes	Bacteria	Enterobacteria	Enterobacter	Enterobacter cloacae
T03471	ecle	Enterobacter cloacae ECNIH2	Prokaryotes	Bacteria	Enterobacteria	Enterobacter	Enterobacter cloacae
T03486	ecln	Enterobacter cloacae ECNIH4	Prokaryotes	Bacteria	Enterobacteria	Enterobacter	Enterobacter cloacae
T03706	ecli	Enterobacter cloacae ECNIH5	Prokaryotes	Bacteria	Enterobacteria	Enterobacter	Enterobacter cloacae
T03707	eclx	Enterobacter hormaechei subsp. xiangfangensis 34399	Prokaryotes	Bacteria	Enterobacteria	Enterobacter	Enterobacter hormaechei
T03708	ecly	Enterobacter hormaechei subsp. steigerwaltii	Prokaryotes	Bacteria	Enterobacteria	Enterobacter	Enterobacter hormaechei
T03709	eclz	Enterobacter hormaechei subsp. hormaechei	Prokaryotes	Bacteria	Enterobacteria	Enterobacter	Enterobacter hormaechei
T02615	eclo	Enterobacter hormaechei NCTC 9394	Prokaryotes	Bacteria	Enterobacteria	Enterobacter	Enterobacter hormaechei
T04593	ehm	Enterobacter hormaechei CAV1176	Prokaryotes	Bacteria	Enterobacteria	Enterobacter	Enterobacter hormaechei
T04821	exf	Enterobacter hormaechei subsp. xiangfangensis	Prokaryotes	Bacteria	Enterobacteria	Enterobacter	Enterobacter hormaechei
T03350	ecla	Enterobacter hormaechei subsp. hoffmannii ECNIH3	Prokaryotes	Bacteria	Enterobacteria	Enterobacter	Enterobacter hormaechei
T03378	eclc	Enterobacter hormaechei subsp. hoffmannii ECR091	Prokaryotes	Bacteria	Enterobacteria	Enterobacter	Enterobacter hormaechei
T03084	eau	Enterobacter asburiae L1	Prokaryotes	Bacteria	Enterobacteria	Enterobacter	Enterobacter asburiae
